id,user_id,movie_id,score
329,966,79,10.0
330,926,166,6.0
331,212,18,8.0
332,495,161,7.0
333,486,142,6.0
334,118,24,8.0
335,216,79,6.0
336,345,26,5.0
337,327,165,9.0
338,333,79,9.0
339,690,3,8.0
340,319,24,6.0
341,417,97,8.0
342,102,178,7.0
343,938,45,9.0
344,868,135,8.0
345,565,84,7.0
346,96,96,7.0
347,335,138,8.0
348,374,45,7.0
349,338,49,6.0
350,658,58,8.0
351,877,79,9.0
352,376,119,7.0
353,263,14,7.0
354,499,66,8.0
355,709,166,7.0
356,594,177,7.0
357,432,170,8.0
358,590,131,8.0
359,551,105,8.0
360,192,172,8.0
361,111,50,8.0
362,269,25,3.0
363,806,97,9.0
364,734,138,8.0
365,749,164,10.0
366,922,177,8.0
367,710,81,9.0
368,470,164,8.0
369,823,55,9.0
370,274,135,9.0
371,243,25,7.0
372,163,135,8.0
373,374,30,6.0
374,137,138,6.0
375,130,125,9.0
376,939,119,9.0
377,788,89,9.0
378,1,88,7
379,550,55,9.0
380,475,32,9.0
381,851,166,10.0
382,319,178,9.0
383,704,8,7.0
384,174,55,8.0
385,905,164,7.0
386,969,97,9.0
387,58,119,6.0
388,888,77,7.0
389,528,106,8.0
390,305,43,6.0
391,67,45,6.0
392,466,166,9.0
393,164,167,6.0
394,670,86,8.0
395,3,85,7.0
396,871,88,7.0
397,698,5,7.0
398,431,138,8.0
399,881,141,5.0
400,995,138,10.0
401,867,32,9.0
402,778,29,8.0
403,417,18,9.0
404,419,45,8.0
405,38,3,6.0
406,826,80,7.0
407,393,81,7.0
408,958,135,7.0
409,987,128,9.0
410,116,66,8.0
411,843,81,8.0
412,766,5,7.0
413,635,127,6.0
414,249,172,9.0
415,394,32,9.0
416,894,131,6.0
417,878,80,7.0
418,959,2,7.0
419,521,111,9.0
420,662,164,8.0
421,377,170,9.0
422,752,173,6.0
423,308,164,10.0
424,130,55,8.0
425,628,18,8.0
426,814,178,8.0
427,605,108,7.0
428,518,55,8.0
429,765,18,6.0
430,201,28,6.0
431,793,53,8.0
432,606,11,6.0
433,711,169,7.0
434,3,137,7.0
435,712,170,9.0
436,369,66,6.0
437,268,80,5.0
438,120,14,9.0
439,479,105,7.0
440,448,131,8.0
441,838,77,7.0
442,559,170,7.0
443,594,138,8.0
444,248,165,8.0
445,456,140,7.0
446,753,5,8.0
447,774,84,9.0
448,533,164,9.0
449,885,93,8.0
450,435,79,7.0
451,442,114,8.0
452,260,26,8.0
453,524,110,7.0
454,938,112,8.0
455,489,96,7.0
456,861,88,7.0
457,49,43,8.0
458,557,98,9.0
459,285,49,6.0
460,593,131,7.0
461,704,32,8.0
462,434,55,9.0
463,462,55,8.0
464,327,26,8.0
465,963,32,7.0
466,889,32,8.0
467,916,120,8.0
468,235,147,7.0
469,752,178,8.0
470,96,110,7.0
471,807,86,6.0
472,870,7,8.0
473,495,166,8.0
474,112,90,5.0
475,142,120,8.0
476,236,32,10.0
477,794,80,7.0
478,72,52,6.0
479,130,112,7.0
480,618,178,8.0
481,265,177,8.0
482,396,96,9.0
483,496,77,7.0
484,146,29,6.0
485,31,6,6.0
486,973,29,8.0
487,501,97,6.0
488,155,20,6.0
489,607,25,6.0
490,409,32,9.0
491,38,135,9.0
492,879,55,8.0
493,372,43,8.0
494,364,42,7.0
495,589,32,9.0
496,671,64,7.0
497,61,86,6.0
498,194,165,9.0
499,168,45,6.0
500,329,178,6.0
501,756,133,9.0
502,139,170,9.0
503,500,50,8.0
504,652,138,7.0
505,107,19,8.0
506,339,38,8.0
507,168,97,9.0
508,625,50,9.0
509,209,164,8.0
510,358,43,7.0
511,708,97,8.0
512,641,114,10.0
513,813,50,8.0
514,25,136,8.0
515,799,55,8.0
516,199,98,7.0
517,918,61,6.0
518,389,14,8.0
519,414,178,5.0
520,57,82,5.0
521,154,166,10.0
522,914,24,8.0
523,646,131,7.0
524,182,108,8.0
525,310,135,7.0
526,761,3,9.0
527,994,119,8.0
528,564,119,8.0
529,725,12,6.0
530,571,80,10.0
531,941,152,7.0
532,612,85,8.0
533,551,118,6.0
534,643,160,8.0
535,392,32,8.0
536,996,39,7.0
537,177,166,8.0
538,65,135,8.0
539,482,20,8.0
540,865,50,10.0
541,650,45,7.0
542,727,114,9.0
543,29,54,5.0
544,688,172,10.0
545,713,172,7.0
546,50,28,9.0
547,627,20,7.0
548,146,42,9.0
549,868,131,6.0
550,551,131,9.0
551,616,18,7.0
552,669,166,8.0
553,330,153,7.0
554,378,60,7.0
555,445,19,6.0
556,843,43,8.0
557,192,158,6.0
558,598,29,7.0
559,218,113,7.0
560,908,43,7.0
561,460,135,6.0
562,729,170,7.0
563,932,81,8.0
564,918,91,6.0
565,754,80,7.0
566,410,167,8.0
567,90,178,7.0
568,299,14,8.0
569,929,24,7.0
570,297,4,8.0
571,534,44,6.0
572,878,114,10.0
573,709,135,7.0
574,883,77,7.0
575,772,29,6.0
576,422,143,6.0
577,339,161,7.0
578,828,45,7.0
579,602,25,6.0
580,513,146,9.0
581,562,21,7.0
582,651,135,7.0
583,79,172,8.0
584,34,79,6.0
585,746,32,9.0
586,659,12,9.0
587,270,81,9.0
588,853,60,9.0
589,278,79,8.0
590,934,60,6.0
591,470,177,7.0
592,18,125,6.0
593,279,59,7.0
594,740,24,8.0
595,323,138,8.0
596,223,32,8.0
597,447,44,6.0
598,672,77,8.0
599,257,114,9.0
600,525,80,8.0
601,776,164,8.0
602,223,166,8.0
603,160,166,8.0
604,518,170,8.0
605,192,42,7.0
606,155,103,6.0
607,756,97,8.0
608,484,40,10.0
609,750,167,6.0
610,629,50,8.0
611,234,139,8.0
612,196,166,8.0
613,504,79,9.0
614,572,114,6.0
615,515,10,5.0
616,780,53,9.0
617,764,79,9.0
618,795,43,7.0
619,724,45,6.0
620,749,18,9.0
621,740,177,6.0
622,216,177,7.0
623,896,32,7.0
624,861,178,7.0
625,748,64,6.0
626,567,114,7.0
627,676,79,7.0
628,205,45,7.0
629,716,28,7.0
630,238,119,6.0
631,794,55,9.0
632,527,98,8.0
633,789,54,8.0
634,412,29,6.0
635,53,55,7.0
636,70,164,6.0
637,111,133,6.0
638,586,20,9.0
639,976,96,7.0
640,195,2,8.0
641,570,135,9.0
642,556,43,7.0
643,233,32,10.0
644,288,64,9.0
645,799,38,8.0
646,498,25,6.0
647,47,21,6.0
648,633,152,8.0
649,623,55,8.0
650,541,150,7.0
651,349,24,8.0
652,728,14,8.0
653,649,43,6.0
654,182,117,7.0
655,425,112,8.0
656,126,80,6.0
657,66,18,5.0
658,813,166,8.0
659,985,126,6.0
660,822,131,5.0
661,590,108,6.0
662,539,43,9.0
663,711,27,6.0
664,58,53,8.0
665,77,18,7.0
666,632,120,7.0
667,458,166,9.0
668,315,80,8.0
669,248,81,8.0
670,802,133,7.0
671,598,130,5.0
672,574,18,6.0
673,846,55,8.0
674,534,140,8.0
675,37,60,6.0
676,205,136,8.0
677,134,115,6.0
678,685,177,7.0
679,294,83,5.0
680,144,114,8.0
681,527,96,9.0
682,739,18,8.0
683,923,135,7.0
684,650,123,7.0
685,844,177,7.0
686,558,136,6.0
687,768,96,9.0
688,419,164,7.0
689,344,146,7.0
690,165,138,8.0
691,583,138,8.0
692,500,177,8.0
693,28,60,8.0
694,26,166,7.0
695,292,97,8.0
696,632,135,7.0
697,661,177,9.0
698,986,54,8.0
699,186,84,5.0
700,150,169,7.0
701,356,127,9.0
702,542,12,7.0
703,753,24,7.0
704,375,81,8.0
705,355,38,9.0
706,632,80,8.0
707,877,166,8.0
708,228,168,8.0
709,545,172,9.0
710,661,178,6.0
711,289,128,8.0
712,381,81,8.0
713,990,18,7.0
714,765,169,7.0
715,767,32,8.0
716,506,165,9.0
717,511,91,8.0
718,264,114,8.0
719,746,135,7.0
720,868,114,9.0
721,53,131,8.0
722,896,177,7.0
723,476,45,8.0
724,572,165,7.0
725,142,5,9.0
726,592,18,9.0
727,190,114,10.0
728,225,43,8.0
729,110,91,8.0
730,946,135,8.0
731,318,42,9.0
732,913,50,8.0
733,228,11,9.0
734,273,112,9.0
735,208,81,6.0
736,376,177,8.0
737,877,68,8.0
738,279,79,7.0
739,881,178,8.0
740,445,45,10.0
741,224,5,8.0
742,103,103,7.0
743,223,109,7.0
744,162,128,8.0
745,632,3,6.0
746,227,136,7.0
747,760,97,8.0
748,715,12,7.0
749,721,20,9.0
750,98,80,9.0
751,271,29,7.0
752,91,79,7.0
753,232,119,7.0
754,366,79,8.0
755,289,28,9.0
756,255,55,8.0
757,218,10,5.0
758,522,133,5.0
759,368,133,8.0
760,533,14,6.0
761,835,98,8.0
762,156,55,6.0
763,700,172,8.0
764,321,119,6.0
765,332,55,8.0
766,918,63,6.0
767,414,177,6.0
768,646,20,8.0
769,820,53,8.0
770,880,79,7.0
771,574,55,8.0
772,750,161,8.0
773,900,32,7.0
774,791,177,8.0
775,195,32,8.0
776,820,39,7.0
777,280,91,8.0
778,22,10,5.0
779,993,32,9.0
780,174,5,7.0
781,575,171,5.0
782,609,162,5.0
783,934,177,6.0
784,53,68,8.0
785,338,114,9.0
786,378,77,7.0
787,230,18,7.0
788,339,20,8.0
789,236,119,10.0
790,959,53,9.0
791,512,45,9.0
792,426,164,8.0
793,487,178,10.0
794,353,97,8.0
795,653,3,7.0
796,281,178,7.0
797,776,114,9.0
798,432,41,7.0
799,677,24,7.0
800,597,172,6.0
801,405,32,10.0
802,56,141,7.0
803,97,77,7.0
804,792,164,8.0
805,4,141,8.0
806,407,45,8.0
807,446,21,7.0
808,597,152,6.0
809,581,43,6.0
810,834,18,7.0
811,8,45,8.0
812,782,141,9.0
813,770,103,7.0
814,54,54,6.0
815,376,103,8.0
816,333,22,6.0
817,383,91,6.0
818,807,166,10.0
819,948,24,8.0
820,10,52,7.0
821,132,85,7.0
822,255,177,6.0
823,591,97,6.0
824,265,2,8.0
825,645,135,8.0
826,68,165,7.0
827,907,170,7.0
828,746,77,6.0
829,335,169,9.0
830,186,68,7.0
831,154,2,7.0
832,17,77,7.0
833,33,53,10.0
834,575,177,8.0
835,315,112,9.0
836,349,64,8.0
837,152,116,8.0
838,399,178,7.0
839,326,21,7.0
840,329,63,6.0
841,996,45,7.0
842,258,10,6.0
843,860,30,6.0
844,414,45,8.0
845,328,54,8.0
846,462,2,8.0
847,388,128,8.0
848,230,111,9.0
849,860,138,8.0
850,695,141,7.0
851,634,46,7.0
852,891,77,5.0
853,26,171,5.0
854,325,135,9.0
855,825,164,8.0
856,922,77,6.0
857,801,54,7.0
858,689,26,6.0
859,60,79,7.0
860,833,172,9.0
861,955,50,7.0
862,388,91,7.0
863,733,164,7.0
864,122,53,8.0
865,17,88,7.0
866,169,84,7.0
867,580,5,6.0
868,794,108,7.0
869,267,24,9.0
870,817,164,7.0
871,352,138,7.0
872,251,178,8.0
873,390,20,7.0
874,285,31,7.0
875,161,129,8.0
876,403,5,7.0
877,42,97,7.0
878,562,81,8.0
879,346,7,9.0
880,116,46,7.0
881,696,96,7.0
882,365,141,7.0
883,785,147,7.0
884,857,5,7.0
885,528,79,8.0
886,1,83,6
887,213,122,7.0
888,793,24,7.0
889,555,18,8.0
890,21,66,6.0
891,757,135,7.0
892,131,24,6.0
893,270,164,8.0
894,92,178,8.0
895,491,32,8.0
896,208,170,7.0
897,140,177,7.0
898,733,29,7.0
899,909,88,7.0
900,831,164,8.0
901,286,2,7.0
902,24,85,8.0
903,814,24,6.0
904,580,26,8.0
905,992,80,7.0
906,994,177,6.0
907,238,43,9.0
908,579,86,7.0
909,222,54,5.0
910,671,63,8.0
911,334,32,7.0
912,407,29,7.0
913,243,55,9.0
914,32,18,7.0
915,883,7,7.0
916,288,77,8.0
917,821,141,8.0
918,447,25,6.0
919,834,43,7.0
920,100,55,7.0
921,529,154,8.0
922,655,77,8.0
923,203,40,5.0
924,809,80,8.0
925,538,10,5.0
926,160,50,8.0
927,137,46,7.0
928,929,29,6.0
929,959,178,6.0
930,399,80,8.0
931,341,77,7.0
932,32,110,7.0
933,247,172,8.0
934,179,172,7.0
935,817,166,9.0
936,661,52,6.0
937,206,125,7.0
938,526,127,7.0
939,515,164,9.0
940,986,88,6.0
941,682,43,8.0
942,924,44,6.0
943,155,3,7.0
944,658,167,6.0
945,136,97,8.0
946,437,32,9.0
947,772,158,8.0
948,362,60,8.0
949,681,80,7.0
950,601,77,6.0
951,390,49,6.0
952,514,135,8.0
953,490,141,7.0
954,263,167,7.0
955,337,152,7.0
956,463,80,8.0
957,327,150,8.0
958,669,141,7.0
959,952,10,7.0
960,411,88,7.0
961,340,24,8.0
962,436,80,7.0
963,682,146,7.0
964,14,96,6.0
965,797,45,8.0
966,179,138,8.0
967,27,18,7.0
968,553,24,5.0
969,460,118,7.0
970,121,63,8.0
971,522,81,8.0
972,283,146,7.0
973,723,33,6.0
974,61,42,8.0
975,168,135,8.0
976,52,119,7.0
977,54,140,6.0
978,112,26,9.0
979,470,141,9.0
980,298,43,7.0
981,359,46,8.0
982,390,81,8.0
983,146,46,6.0
984,7,96,9.0
985,845,68,5.0
986,7,78,8.0
987,747,84,8.0
988,629,164,9.0
989,631,37,8.0
990,364,32,8.0
991,706,45,6.0
992,679,46,7.0
993,110,170,7.0
994,566,7,7.0
995,381,86,9.0
996,923,138,8.0
997,305,54,7.0
998,753,169,7.0
999,762,11,6.0
1000,89,5,8.0
1001,389,53,8.0
1002,770,91,7.0
1003,227,139,6.0
1004,740,32,6.0
1005,417,66,7.0
1006,222,45,8.0
1007,764,43,8.0
1008,363,54,7.0
1009,231,172,7.0
1010,731,14,8.0
1011,585,127,8.0
1012,339,114,9.0
1013,893,83,8.0
1014,267,29,7.0
1015,715,4,7.0
1016,540,20,6.0
1017,856,138,10.0
1018,362,164,8.0
1019,989,93,7.0
1020,782,158,7.0
1021,949,125,7.0
1022,435,135,7.0
1023,800,44,6.0
1024,459,19,6.0
1025,307,32,8.0
1026,325,96,7.0
1027,192,178,8.0
1028,952,55,7.0
1029,537,43,7.0
1030,919,112,9.0
1031,26,141,7.0
1032,523,18,7.0
1033,93,25,7.0
1034,713,109,8.0
1035,464,110,5.0
1036,335,18,8.0
1037,398,87,6.0
1038,951,28,6.0
1039,771,164,10.0
1040,522,18,8.0
1041,541,113,8.0
1042,98,32,9.0
1043,352,40,6.0
1044,991,162,6.0
1045,207,114,10.0
1046,129,18,8.0
1047,183,32,9.0
1048,182,79,10.0
1049,979,80,8.0
1050,162,54,8.0
1051,410,172,7.0
1052,446,32,9.0
1053,102,80,7.0
1054,876,83,8.0
1055,732,27,7.0
1056,863,43,8.0
1057,50,29,8.0
1058,345,170,8.0
1059,52,11,7.0
1060,577,50,7.0
1061,696,66,8.0
1062,115,141,9.0
1063,221,133,7.0
1064,314,170,10.0
1065,942,120,7.0
1066,183,24,6.0
1067,598,24,7.0
1068,734,173,6.0
1069,226,97,8.0
1070,712,39,10.0
1071,759,125,7.0
1072,774,151,5.0
1073,22,178,7.0
1074,642,79,9.0
1075,731,97,6.0
1076,736,164,9.0
1077,133,138,7.0
1078,528,114,8.0
1079,303,1,6.0
1080,71,135,7.0
1081,298,32,10.0
1082,344,110,8.0
1083,410,168,7.0
1084,956,54,7.0
1085,239,153,9.0
1086,184,38,9.0
1087,929,32,7.0
1088,853,78,6.0
1089,697,170,7.0
1090,17,84,8.0
1091,246,39,7.0
1092,896,178,8.0
1093,464,141,7.0
1094,194,43,8.0
1095,24,177,10.0
1096,564,165,8.0
1097,175,80,9.0
1098,438,64,7.0
1099,214,20,7.0
1100,231,135,8.0
1101,880,5,6.0
1102,224,68,8.0
1103,919,81,8.0
1104,937,19,7.0
1105,607,63,7.0
1106,195,97,7.0
1107,620,7,7.0
1108,114,45,10.0
1109,689,55,8.0
1110,230,146,8.0
1111,938,80,7.0
1112,859,2,7.0
1113,300,19,4.0
1114,961,170,7.0
1115,606,68,7.0
1116,171,97,9.0
1117,145,14,8.0
1118,649,154,6.0
1119,590,43,8.0
1120,825,166,9.0
1121,139,39,7.0
1122,811,18,10.0
1123,572,13,6.0
1124,79,125,6.0
1125,249,178,7.0
1126,52,39,6.0
1127,418,7,8.0
1128,808,6,7.0
1129,447,178,6.0
1130,359,42,8.0
1131,311,116,7.0
1132,982,126,6.0
1133,737,81,9.0
1134,366,128,7.0
1135,356,78,7.0
1136,321,29,8.0
1137,11,54,7.0
1138,935,65,8.0
1139,175,165,9.0
1140,867,141,7.0
1141,442,32,9.0
1142,354,42,5.0
1143,796,170,8.0
1144,467,158,7.0
1145,390,170,9.0
1146,258,177,7.0
1147,549,146,7.0
1148,311,119,7.0
1149,551,163,5.0
1150,978,96,8.0
1151,156,1,6.0
1152,442,166,7.0
1153,171,42,9.0
1154,453,80,10.0
1155,67,26,6.0
1156,654,55,10.0
1157,795,172,9.0
1158,386,97,7.0
1159,398,114,8.0
1160,793,178,8.0
1161,531,79,9.0
1162,805,12,8.0
1163,596,98,7.0
1164,508,25,7.0
1165,342,105,7.0
1166,307,77,8.0
1167,870,39,8.0
1168,5,96,6.0
1169,517,10,8.0
1170,994,90,8.0
1171,870,170,8.0
1172,743,172,9.0
1173,166,172,6.0
1174,813,114,8.0
1175,94,14,8.0
1176,900,77,7.0
1177,91,77,7.0
1178,198,168,9.0
1179,163,20,7.0
1180,574,135,8.0
1181,947,60,8.0
1182,408,10,7.0
1183,257,40,6.0
1184,756,164,7.0
1185,659,3,7.0
1186,907,77,8.0
1187,29,20,9.0
1188,93,98,8.0
1189,995,55,8.0
1190,908,141,7.0
1191,983,7,8.0
1192,40,43,9.0
1193,329,138,8.0
1194,472,24,6.0
1195,114,18,8.0
1196,609,138,9.0
1197,726,78,6.0
1198,279,43,9.0
1199,213,135,7.0
1200,244,46,8.0
1201,93,5,4.0
1202,371,32,7.0
1203,716,138,9.0
1204,560,80,8.0
1205,541,172,7.0
1206,847,67,6.0
1207,764,63,6.0
1208,878,127,8.0
1209,541,45,8.0
1210,661,26,8.0
1211,756,45,7.0
1212,55,10,7.0
1213,429,24,5.0
1214,941,19,8.0
1215,256,165,7.0
1216,588,97,7.0
1217,196,105,7.0
1218,215,66,7.0
1219,755,45,7.0
1220,301,46,7.0
1221,959,135,7.0
1222,927,133,6.0
1223,112,165,7.0
1224,456,85,7.0
1225,597,178,7.0
1226,151,79,7.0
1227,329,159,6.0
1228,981,168,7.0
1229,929,177,8.0
1230,794,20,7.0
1231,955,5,9.0
1232,480,170,8.0
1233,292,107,5.0
1234,126,119,7.0
1235,356,103,6.0
1236,104,164,8.0
1237,515,136,8.0
1238,392,135,9.0
1239,729,110,7.0
1240,415,53,10.0
1241,205,7,7.0
1242,591,18,6.0
1243,277,87,7.0
1244,317,165,7.0
1245,423,110,6.0
1246,425,150,7.0
1247,235,112,8.0
1248,101,82,4.0
1249,316,161,8.0
1250,100,166,8.0
1251,380,45,9.0
1252,492,143,6.0
1253,964,54,5.0
1254,9,46,7.0
1255,470,18,8.0
1256,301,141,6.0
1257,426,178,8.0
1258,21,81,8.0
1259,227,152,5.0
1260,446,170,8.0
1261,705,12,7.0
1262,705,36,6.0
1263,128,2,6.0
1264,107,37,6.0
1265,276,43,7.0
1266,352,149,6.0
1267,152,80,8.0
1268,136,45,8.0
1269,96,26,6.0
1270,46,45,8.0
1271,511,178,9.0
1272,964,178,7.0
1273,431,170,8.0
1274,85,45,9.0
1275,225,5,6.0
1276,999,80,8.0
1277,64,79,8.0
1278,34,170,8.0
1279,292,96,8.0
1280,697,136,5.0
1281,470,43,9.0
1282,422,177,7.0
1283,241,63,7.0
1284,624,80,8.0
1285,479,55,8.0
1286,497,29,7.0
1287,426,165,9.0
1288,777,138,9.0
1289,831,166,8.0
1290,207,142,6.0
1291,881,167,8.0
1292,485,14,7.0
1293,594,172,9.0
1294,182,170,7.0
1295,895,46,8.0
1296,193,80,7.0
1297,172,37,8.0
1298,72,2,7.0
1299,540,53,7.0
1300,391,81,8.0
1301,54,53,8.0
1302,469,45,7.0
1303,924,43,6.0
1304,623,178,7.0
1305,381,55,10.0
1306,495,128,9.0
1307,612,32,8.0
1308,697,55,9.0
1309,18,18,7.0
1310,518,119,8.0
1311,965,2,7.0
1312,114,79,6.0
1313,190,98,8.0
1314,986,43,9.0
1315,272,162,7.0
1316,72,43,8.0
1317,354,5,8.0
1318,824,50,6.0
1319,157,96,6.0
1320,527,55,7.0
1321,551,114,7.0
1322,708,63,7.0
1323,644,165,7.0
1324,335,7,7.0
1325,50,19,7.0
1326,670,164,7.0
1327,430,14,6.0
1328,755,96,7.0
1329,362,2,7.0
1330,931,166,10.0
1331,861,46,9.0
1332,29,43,7.0
1333,252,5,6.0
1334,243,42,7.0
1335,667,164,8.0
1336,7,24,9.0
1337,469,141,8.0
1338,24,53,8.0
1339,829,39,8.0
1340,970,80,9.0
1341,914,43,7.0
1342,683,39,8.0
1343,80,55,8.0
1344,547,121,8.0
1345,513,172,6.0
1346,663,61,9.0
1347,503,138,9.0
1348,590,4,6.0
1349,665,80,8.0
1350,498,21,10.0
1351,145,10,6.0
1352,759,112,9.0
1353,894,39,6.0
1354,422,64,7.0
1355,816,64,8.0
1356,763,152,5.0
1357,44,43,9.0
1358,314,77,7.0
1359,818,25,6.0
1360,220,43,8.0
1361,669,170,7.0
